
Search terms report,,,,,,,,,,,
All time,,,,,,,,,,,
Search term,Match type,Added/Excluded,Campaign,Ad group,Clicks,Conversions,Currency code,Avg. CPC,Cost,Impr. (Abs. Top) %,Impr. (Top) %
american current care of california urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,17.87,17.87,100.00%,100.00%
urgent care on parnassus,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,2,0,USD,12.54,25.08,100.00%,100.00%
urgent care uti san francisco,Broad match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,8.09,8.09,100.00%,100.00%
st francis urgent care hayward,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,16.58,16.58,50.00%,100.00%
ukaiser urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,5.29,5.29,100.00%,100.00%
do urgent care have ultrasound machines,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,17.07,17.07,100.00%,100.00%
direct urgent care 1998 market street,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,2,0,USD,6.96,13.91,50.00%,100.00%
migraine treatment urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,16.11,16.11,100.00%,100.00%
urgent care strawberry appointment,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,11.48,11.48,0.00%,100.00%
seton hospital urgent care daly city ca,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,7.98,7.98,66.67%,100.00%
urgent care on columbus street,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,9.06,9.06,100.00%,100.00%
saint agnes urgent care main campus fresno ca,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,2,0,USD,10.89,21.78,100.00%,100.00%
urgent care 94108,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,12.98,12.98,100.00%,100.00%
stanford urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,6.99,6.99,25.00%,100.00%
st josephs urgent care accepted insurance,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,10.37,10.37,100.00%,100.00%
urgent care sf saturday,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,10.87,10.87,100.00%,100.00%
urgent care vallejo,Phrase match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,9.18,9.18, --, --
urgent care mission st,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,2,0,USD,6.99,13.98,66.67%,100.00%
urgent care san francisco open weekend,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,22.55,22.55,100.00%,100.00%
cchp urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,21.89,21.89,100.00%,100.00%
teladoc urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,12.95,12.95,100.00%,100.00%
urgent care pricing,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,9.56,9.56,100.00%,100.00%
urgent carw blood test check up,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,16.09,16.09,100.00%,100.00%
urgent care san frqncisco marke,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,18.8,18.8, --, --
urgent care daly cty,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,9.16,9.16,100.00%,100.00%
palo alto urgent care,Exact match,Added,Non-Brand - Urgent Care - MV - Exact - Mobile,Urgent Care,4,1,USD,22.79,91.14,72.73%,100.00%
urgent care buchannan and market sf,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,13.69,13.69,100.00%,100.00%
urgent care abortionpill,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,12.68,12.68,100.00%,100.00%
urgent care for bug bite,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,15.94,15.94,100.00%,100.00%
urgent care san francisco noriega street,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,18.93,18.93,100.00%,100.00%
fairview urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,11.06,11.06,100.00%,100.00%
out of county urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,7.86,7.86,100.00%,100.00%
urgent care clinic,Phrase match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,8.66,8.66,0.00%,100.00%
urgent care zuckerberg,Phrase match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,10.05,10.05,100.00%,100.00%
urgent care fees,Phrase match,Excluded,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,10.77,10.77,100.00%,100.00%
usf urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,9,9,100.00%,100.00%
does urgent care test for stds,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,9.26,9.26,100.00%,100.00%
stand alone urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,6.73,6.73,100.00%,100.00%
urgent care portola st,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,14.92,14.92,100.00%,100.00%
urgent care free,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,9.67,9.67,100.00%,100.00%
urgent care in the haight,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,7.57,7.57,0.00%,100.00%
bluffton sc urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,8.56,8.56,100.00%,100.00%
urgent care or one medical,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,23.29,23.29,100.00%,100.00%
urgent care std,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,3,0,USD,6.79,20.38,50.00%,100.00%
urgent care blue shield of illinois,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,14.99,14.99,100.00%,100.00%
urgent are goldste gate,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,5.96,5.96,100.00%,100.00%
irving street urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,11.68,11.68,100.00%,100.00%
direct urgent care daly city,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0.2,USD,7.6,7.6,0.00%,100.00%
blue shield ca urgent care san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,9.97,9.97,100.00%,100.00%
urgent care pediatric,Exact match (close variant),None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,21.86,21.86,50.00%,100.00%
what is an urgent care centre,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,8.97,8.97,100.00%,100.00%
urgebt care second street sf,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,9.93,9.93,100.00%,100.00%
urgent care san francisco,Exact match,Added,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,21,1,USD,11.85,248.81,83.73%,99.40%
urgent care periansl absess san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,17.7,17.7,100.00%,100.00%
does urgent care do mri,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,16.14,16.14,100.00%,100.00%
urgent care sausalito,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,5,1,USD,13.28,66.4,85.71%,100.00%
can urgent care check for gout,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,14.32,14.32,100.00%,100.00%
directions to urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,10.46,10.46,100.00%,100.00%
peacehealth urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,9.61,9.61,100.00%,100.00%
urgent cares near me,Exact match (close variant),None,Non-Brand - Urgent Care - MV - Exact - Mobile,Urgent Care,1,0,USD,6.65,6.65,100.00%,100.00%
94704 urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,9.2,9.2,100.00%,100.00%
irgent care san jose,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,15.37,15.37,100.00%,100.00%
carbon copy urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,4.61,4.61,100.00%,100.00%
monthly cost the operate a urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,9.79,9.79,100.00%,100.00%
urgent care marina,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,12.24,12.24,100.00%,100.00%
best urgent care san francisco,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,4,0.5,USD,10.71,42.82,88.89%,100.00%
difital health urgent care cole valley,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,16.8,16.8,100.00%,100.00%
presbyterian urgent care off of harper,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,7.23,7.23,100.00%,100.00%
wlgreens urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,0,USD,15.54,15.54,100.00%,100.00%
redwood urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,14.05,14.05,100.00%,100.00%
urgent care glenn park,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,11.57,11.57,0.00%,100.00%
sunnyvale urgent care,Exact match,Added,Non-Brand - Urgent Care - MV - Exact - Mobile,Urgent Care,1,0,USD,1.87,1.87,100.00%,100.00%
urgant care sf open today,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,2,1,USD,10.16,20.32,100.00%,100.00%
how does urgent care work,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,3,0,USD,10.67,32.02,100.00%,100.00%
urgent care marina sf,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,5.08,5.08,100.00%,100.00%
castro urgent care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,4,0,USD,8.24,32.96,90.00%,100.00%
urgent care petaluma,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,23.29,23.29,100.00%,100.00%
golden gate urgent care west portal san francisco ca office,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,4.15,4.15,0.00%,100.00%
golden gate urgent care valencia,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,2,0,USD,7.37,14.73,8.70%,100.00%
urgent care mission st san francisco,Broad match,None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,2,0,USD,7.66,15.32,100.00%,100.00%
spca urgent care sf,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,12.32,12.32,100.00%,100.00%
does urgent care have oral care,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,5.75,5.75,100.00%,100.00%
24 hour urgent care san francisco,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Mobile,Urgent Care,1,0,USD,6.22,6.22,0.00%,100.00%
1998 market st urgent care,Exact match (close variant),None,Non-Brand - Urgent Care - SF - Broad - Mobile,Urgent Care,1,1,USD,17.25,17.25,100.00%,100.00%
children urgent care,Phrase match,Excluded,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,10.41,10.41, --, --
where is nearest urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,12.22,12.22,100.00%,100.00%
can i go to urgent care for allergies,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.39,21.39,100.00%,100.00%
doxtors near me that do cyst drainage and cost,Phrase match (close variant),None,Non-Brand - Doctors - MV,Near Me,1,0,USD,16.1,16.1,100.00%,100.00%
urgent care neck pain,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.05,21.05,100.00%,100.00%
urgent care shoreline palo alto,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.83,21.83,100.00%,100.00%
where is there an urgent care that can take mir,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,18.51,18.51,100.00%,100.00%
urgentcare mountain view,Exact match (close variant),Added,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,19.83,19.83,100.00%,100.00%
suttrr hestu urgent cate,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,18.66,18.66,100.00%,100.00%
carbon urgent care mountain view,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,5,1,USD,16.03,80.17,100.00%,100.00%
urgent caresf,Exact match (close variant),None,Non-Brand - Urgent Care - SF - Exact - Mobile,Urgent Care,2,0,USD,8.73,17.46,100.00%,100.00%
can urgent care dr drain an abscess,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,1,USD,19.75,19.75,100.00%,100.00%
urgent care near me open,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,5,0,USD,18.38,91.9,100.00%,100.00%
el camino urgent care std check,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,6.79,6.79,100.00%,100.00%
cvs pharmacy urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,12.03,12.03,100.00%,100.00%
urgent care mountain view,Exact match,Added,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,50,8.1,USD,16.64,831.81,98.92%,99.46%
lower back pain doctor specialist near me,Broad match,None,Non-Brand - Doctors - MV,Near Me,1,0,USD,10.12,10.12, --, --
urgent care in aetna network,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.99,21.99,100.00%,100.00%
lifelong urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.42,21.42,100.00%,100.00%
mountain view urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,5,0,USD,18.09,90.46,100.00%,100.00%
urgeant care,Exact match (close variant),None,Non-Brand - Urgent Care - SF - Exact - Mobile,Urgent Care,2,0,USD,13.25,26.49,100.00%,100.00%
carbon urgebt care,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,18.29,18.29,100.00%,100.00%
immediate care,Exact match (close variant),None,Non-Brand - Urgent Care - SF - Exact - Mobile,Urgent Care,2,0,USD,10.15,20.3,90.48%,100.00%
urgent center,Exact match (close variant),None,Non-Brand - Urgent Care - MV - Exact - Computers,Urgent Care,2,0.61,USD,21.91,43.82,100.00%,100.00%
yrgwnt care,Exact match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.84,21.84,100.00%,100.00%
action urgent care meridian,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,19.01,19.01,100.00%,100.00%
private practice internal medicine doctors near me,Phrase match,None,Non-Brand - Doctors - MV,Near Me,1,0,USD,17.49,17.49,0.00%,0.00%
urgent care hospitals near me,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,12.99,12.99,100.00%,100.00%
active urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,2,0,USD,21.97,43.94,100.00%,100.00%
doctor for fever and body pain near me,Broad match,None,Non-Brand - Doctors - MV,Near Me,1,0,USD,24.96,24.96,100.00%,100.00%
urinary tract infection doctor near me,Phrase match (close variant),None,Non-Brand - Doctors - MV,Near Me,1,0,USD,7.69,7.69,100.00%,100.00%
urgent carr near me,Exact match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,9.07,9.07,100.00%,100.00%
urgent care charges without insurance,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,2,0,USD,14.2,28.4,100.00%,100.00%
direct urgent care &94043,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,17.09,17.09,100.00%,100.00%
urgentcare costs,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,3,1,USD,19.92,59.77,100.00%,100.00%
urgen care,Exact match (close variant),None,Non-Brand - Urgent Care - SF - Exact - Mobile,Urgent Care,7,0.74,USD,13.86,97.01,84.85%,100.00%
carbon health mountain view urgent care,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.71,21.71,100.00%,100.00%
foot doctors podiatrist near me,Broad match,None,Non-Brand - Doctors - MV,Near Me,1,0,USD,18.68,18.68,100.00%,100.00%
carbon urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,19,1.87,USD,7.22,137.24,100.00%,100.00%
what's the name of the urgent care at shoreline and el camino real,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,20.86,20.86,100.00%,100.00%
urgent care clinic palo alto,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,11.94,11.94,100.00%,100.00%
sutter health urgent care mountain view,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.73,21.73,100.00%,100.00%
urgent care sunnyvale today,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,8.51,8.51,100.00%,100.00%
el camino urgent care wait time,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.32,21.32,100.00%,100.00%
mountain view hospital urgent care,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.34,21.34,100.00%,100.00%
pet urgent care mountain view,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,17,17,100.00%,100.00%
urgent care corner of el camino and shoreline,Broad match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0.33,USD,21.83,21.83,100.00%,100.00%
åŒ—ç¾ urgent care ä»·æ ¼,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,12.31,12.31,100.00%,100.00%
urgenr care,Exact match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.41,21.41,100.00%,100.00%
stanford hospital urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,3,2.62,USD,21.02,63.05,100.00%,100.00%
closest urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,21.25,21.25,100.00%,100.00%
urgent care æ”¶è´¹,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,17.28,17.28,100.00%,100.00%
general doctors near me,Phrase match (close variant),None,Non-Brand - Doctors - MV,Near Me,3,0,USD,9.4,28.2,100.00%,100.00%
urgent care clinics sf,Exact match (close variant),None,Non-Brand - Urgent Care - SF - Exact - Mobile,Urgent Care,1,0,USD,10.08,10.08,100.00%,100.00%
urgwnt care,Exact match (close variant),None,Non-Brand - Urgent Care - SF - Exact - Mobile,Urgent Care,1,0,USD,6.31,6.31,50.00%,75.00%
urhent care,Exact match (close variant),None,Non-Brand - Urgent Care - SF - Exact - Mobile,Urgent Care,1,0,USD,22.61,22.61,100.00%,100.00%
urgent care mountain view shoreline,Phrase match (close variant),None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,19,19, --, --
how to treat broken finger at urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Mobile,Urgent Care,1,0,USD,13.62,13.62,100.00%,100.00%
stanford urgent care,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Computers,Urgent Care,2,0,USD,7.23,14.45,50.00%,100.00%
san jose urgent care,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Mobile,Urgent Care,2,0,USD,9.77,19.54,100.00%,100.00%
primary care doctor near me,Exact match,Added,Non-Brand - Doctors - SF - Computers,Doctors,2,0,USD,3.29,6.57,100.00%,100.00%
end of life option act prescribing doctors near me,Phrase match,None,Non-Brand - Doctors - SF - Computers,Doctors,1,0,USD,17.5,17.5,100.00%,100.00%
urgent care brokaw road,Phrase match,None,Non-Brand - Urgent Care - SJ - Phrase,Urgent Care,1,0,USD,18.87,18.87,100.00%,100.00%
aetna doctors near me,Phrase match,None,Non-Brand - Doctors - SF - Computers,Doctors,3,1,USD,18.82,56.47,100.00%,100.00%
urgent care accepting img travel insurance near me,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Computers,Urgent Care,1,0,USD,21.21,21.21,100.00%,100.00%
russian speaking doctor near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Computers,Doctors,1,0,USD,2.68,2.68, --, --
urgent care cupertino,Exact match,Added,Non-Brand - Urgent Care - CU - Phrase - Computers,Urgent Care,6,0,USD,13.29,79.73,100.00%,100.00%
carbon urgent care,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Mobile,Urgent Care,5,1,USD,4.69,23.45,100.00%,100.00%
urgent care without insurance,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Mobile,Urgent Care,1,0,USD,7.25,7.25, --, --
direct urgent care market street san francisco hours,Broad match,None,Branded - DUC - SF,Direct Urgent Care,1,0,USD,0.67,0.67,100.00%,100.00%
urgent care in cottonwood,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Computers,Urgent Care,1,0,USD,21.89,21.89,100.00%,100.00%
doctors that accept online appoi tments near me,Broad match,None,Non-Brand - Doctors - SF - Computers,Doctors,1,0,USD,23.39,23.39,0.00%,100.00%
cupertino kids urgent care,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Mobile,Urgent Care,1,0,USD,21.79,21.79,100.00%,100.00%
urgent care on site chlamydia test,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Mobile,Urgent Care,1,0,USD,21.31,21.31,100.00%,100.00%
stanford children's hospital urgent care,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Mobile,Urgent Care,2,0,USD,18.15,36.3,100.00%,100.00%
direct urgent care in san jose,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Computers,Urgent Care,1,0,USD,18,18,100.00%,100.00%
direct urgent care grand avenue oakland ca,Phrase match,None,Branded - DUC - SF,Direct Urgent Care,1,0.5,USD,15,15,100.00%,100.00%
urgent care for dermatology near me,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Computers,Urgent Care,1,0,USD,21.9,21.9,100.00%,100.00%
blue cross blue shield of michigan urgent care facilites,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Mobile,Urgent Care,2,0,USD,20.96,41.92,100.00%,100.00%
ears nose throat doctor near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Computers,Doctors,1,0,USD,11.18,11.18, --, --
urgent care uarthritis,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Computers,Urgent Care,1,0,USD,21.82,21.82,100.00%,100.00%
1998 market street urgent care,Broad match,None,Branded - DUC - SF,Direct Urgent Care,1,0.5,USD,1.39,1.39,100.00%,100.00%
urgent care in san jose that does imd's,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Computers,Urgent Care,1,0,USD,21.93,21.93,100.00%,100.00%
dr offices california street,Phrase match (close variant),None,Non-Brand - Doctors - SF - Computers,Doctors,1,0,USD,0.21,0.21, --, --
direct urgent care app,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Computers,Urgent Care,1,0,USD,14.18,14.18,100.00%,100.00%
general practitioner san francisco,Exact match,Added,Non-Brand - Doctors - SF - Computers,Doctors,5,0,USD,5.82,29.09,75.00%,83.33%
urgent care bascom ave san jose,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Mobile,Urgent Care,1,0,USD,20.7,20.7,100.00%,100.00%
urgent care that accept medi cal,Phrase match,None,Non-Brand - Urgent Care - CU - Phrase - Mobile,Urgent Care,1,0,USD,6.93,6.93,100.00%,100.00%
medical doctors near me,Phrase match,None,Non-Brand - Doctors - SF - Mobile,Doctors,2,0,USD,0.54,1.08, --, --
ugent care west portal,Phrase match (close variant),None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,13.81,13.81,0.00%,100.00%
does direct urgent care accepts vhp insurance,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,4.63,4.63,100.00%,100.00%
care non urgent care,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,1,0,USD,27.08,27.08,100.00%,100.00%
carbon urgent care mountain view,Phrase match,None,Non-Brand - Urgent Care - MV - Phrase - Computers,Urgent Care,2,0,USD,6.37,12.73,100.00%,100.00%
afc urgent care,Phrase match,Excluded,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,25.02,25.02,100.00%,100.00%
stomach doctors near me,Phrase match (close variant),None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,10.84,10.84,0.00%,100.00%
foot doctors podiatrist near me,Broad match,None,Non-Brand - Doctors - SF - Mobile,Doctors,1,0,USD,17.74,17.74,100.00%,100.00%
urgent care on townpike in coatesville pa,Phrase match,None,Non-Brand - Urgent Care - SF - Phrase - Computers,Urgent Care,1,0,USD,14.16,14.16,100.00%,100.00%
